Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,1114305.42,2019-10-02T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,6922952.57,2018-11-01T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,5167035.87,2019-01-09T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,4634531,2020-10-02T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,1920965,2019-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,1940075,2020-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,No,No,12342102.38,2019-06-30T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,3656356.31,2020-08-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,659659,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,3381699.11,2018-12-23T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,2895869.52,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,5761341.82,2020-08-31T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,32158150.07,2019-12-18T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,3880450,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,No,No,2888557.83,2019-05-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,7470064.81,2018-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,13152711.37,2020-07-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,Yes,2656155.91,2018-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,Yes,9086916.29,2018-10-31T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,11037102.91,2019-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,1659296.53,2018-10-02T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,5524192.64,2019-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,27031054.75,2020-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,11335308.56,2019-11-15T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,2596586.25,2019-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,1920929,2020-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,Yes,10470082.6,2019-07-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,7947016.6,2020-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,No,1018957.31,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,955217.57,2019-05-01T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,No,Yes,No,822278.8,2021-05-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,In Development,2800000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,2500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,3000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,3000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,1000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,900000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,9000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,5500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,5800000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,4400000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,2800000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,2200000,Yes,No,No,,,,
01 CAPITAL DISTRICT,In Development,9800000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,8000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,8200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,4500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,2000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,3500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,3300000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,6500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,3600000,No,Yes,No,,,,
01 CAPITAL DISTRICT,In Development,1200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,430000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3400000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3400000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,8900000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,1500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,220000,Yes,No,Yes,,,,
01 CAPITAL DISTRICT,Future Development,2100000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3500000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,,No,No,No,,,,
01 CAPITAL DISTRICT,Future Development,1300000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3500000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,700000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3500000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3500000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,9700000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,250000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,1500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,8000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,9200000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2600000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,2300000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,5700000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,9000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4300000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,500000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,,No,No,No,,,,
01 CAPITAL DISTRICT,Future Development,180000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,800000,Yes,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,800000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,4000000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,6300000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,12400000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Future Development,10400000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,2091717.6,2018-08-23T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,1900000,No,Yes,No,,,,
01 CAPITAL DISTRICT,Completed Project,,No,Yes,No,9602662.52,2018-10-04T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,,No,No,No,3932183.37,2018-11-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,7573103.45,2018-10-29T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,2686380.86,2018-12-01T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,15300000,Yes,Yes,No,,2013-09-30T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,20600000,Yes,Yes,No,,2014-01-17T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,22000000,Yes,Yes,No,,2013-05-19T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,3777008.46,2018-12-09T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,729448.77,2018-11-09T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,No,Yes,No,4059504.39,2018-11-07T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,2982374.45,2018-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,3650515.93,2018-12-18T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,Yes,12906400.52,2018-12-01T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,22986007.44,2018-11-07T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,No,2937244.1,2018-08-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,4984894,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,3463635,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1034250.31,2019-10-02T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1087433.24,2020-09-30T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1314535.4,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,No,Yes,No,557370.1,2019-10-30T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,3758694.25,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1772212.01,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,No,No,1070390.8,2019-12-27T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1712672.9,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,4451749.01,2019-12-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,4796118.68,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,4996012.48,2019-08-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,No,Yes,No,3639470,2019-11-30T00:00:00.000,GREEN,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,4085779.2,2020-05-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1577837.69,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,5409746.89,2019-11-30T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,1900000,No,Yes,No,,,,
02 MOHAWK VALLEY,Under Construction,2100000,No,Yes,No,,,,
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,2243481.13,2019-07-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,700000,No,Yes,No,,,,
02 MOHAWK VALLEY,Under Construction,3300000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Under Construction,2500000,No,Yes,No,,,,
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,3145917.33,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,21059433.73,2019-07-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,16515000.67,2020-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,787000,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,15105120,2020-05-15T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,3146609.56,2019-11-09T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,No,1407288.82,2019-10-31T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,In Development,3300000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,3400000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2500000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,11000000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2000000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1600000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1500000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,900000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2400000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2500000,Yes,No,No,,,,
02 MOHAWK VALLEY,In Development,,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2500000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,7100000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,4100000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2200000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,6700000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,15700000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1500000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1100000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1300000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,3400000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,600000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,4200000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1200000,No,Yes,No,,,,
02 MOHAWK VALLEY,In Development,500000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,8600000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,1300000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,4300000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2700000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,,Yes,Yes,No,,,,
02 MOHAWK VALLEY,In Development,2200000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,440000,No,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2500000,No,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,600000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,420000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2400000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,700000,Yes,Yes,No,,,,
02 MOHAWK VALLEY,Future Development,430000,Yes,Yes,No,,,,
