Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,No,Yes,No,805461.97,2018-12-02T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,2824796.33,2019-12-06T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,7221054.61,2020-07-16T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,900000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,1496704.35,2019-10-31T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,142408.81,2019-05-14T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,No,No,3086705.54,2020-10-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,Yes,7408785.51,2019-05-29T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,210000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,872696,2019-12-01T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,7814635.18,2020-06-15T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,Yes,Yes,No,1396396.4,2019-10-02T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,500000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1400000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,2600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1400000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1200000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,900000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,480000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,1500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,No,Yes,No,109091,2020-12-25T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Under Construction,,No,Yes,No,4266434.01,2019-12-31T00:00:00.000,GREEN,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,6700000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,600000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3700000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1400000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1900000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2200000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,4000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,700000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,3600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,2100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,150000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,700000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,370000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,In Development,250000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,160000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1300000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,900000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1200000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,500000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,700000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,160000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,2100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1100000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,460000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,250000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,900000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,1000000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,3300000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Future Development,130000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,2111268.4,2019-05-20T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,1667717.27,2018-10-17T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,364852.52,2018-10-22T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,2039808.59,2018-11-02T00:00:00.000,GREEN,YELLOW
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,2200000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,2600000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,700000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,1400000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,2840776.67,2018-10-28T00:00:00.000,GREEN,YELLOW
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,9258211.26,2019-05-09T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,1810946.02,2018-11-16T00:00:00.000,RED,RED
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,1000000,No,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,1334596.54,2018-11-26T00:00:00.000,GREEN,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,Yes,Yes,No,1819404.8,2018-09-24T00:00:00.000,RED,GREEN
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,600000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,220000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,800000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,900000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,290000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,900000,Yes,Yes,No,,,,
06 SOUTHERN TIER/CENTRAL NEW YORK,Completed Project,,No,Yes,No,442664.9,2018-09-04T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,806242.29,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,771994,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,1437092.07,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,No,Yes,No,495850,2021-03-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,2284519.3,2019-10-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,982536.7,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,6066284.97,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,3596400,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,697000,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,963000,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,703000,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,No,Yes,No,2017800,2018-11-24T00:00:00.000,GREEN,RED
07 NORTH COUNTRY,Under Construction,,No,Yes,No,3024000,2018-08-12T00:00:00.000,RED,RED
07 NORTH COUNTRY,Under Construction,,No,Yes,No,3739606.12,2021-07-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,No,Yes,No,3241586.2,2019-07-01T00:00:00.000,GREEN,RED
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,3012227.6,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,8180329.09,2019-11-30T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,1900000,No,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,1100000,No,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,280000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,900000,No,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,900000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,2242927.45,2020-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,1400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,420000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,900000,No,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,,Yes,Yes,Yes,8361891.19,2019-12-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,450000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,450000,No,Yes,No,,,,
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,4653678.75,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,993424.1,2020-10-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Under Construction,,Yes,Yes,No,602339.2,2019-10-31T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,In Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,900000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,3000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,6000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,7500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,3800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,2500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1100000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,1300000,Yes,No,No,,,,
07 NORTH COUNTRY,In Development,2000000,Yes,No,No,,,,
07 NORTH COUNTRY,In Development,230000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,4900000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,9100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,5800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,2300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,5300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,120000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,440000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,6200000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,13700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1300000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,220000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,400000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,350000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,2700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,450000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,6500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,170000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,180000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,190000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1800000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,1200000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,2100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,1900000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,1400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,300000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,220000,No,Yes,No,,,,
07 NORTH COUNTRY,In Development,210000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,140000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,4400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,In Development,600000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1700000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,1500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,500000,No,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,3400000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2300000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,2500000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,10000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,3600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,9100000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,6000000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Future Development,800000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,623547.52,2019-05-16T00:00:00.000,RED,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,2771731.95,2018-11-30T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,No,Yes,No,77802.75,2018-10-10T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,2500505.26,2018-11-26T00:00:00.000,RED,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,774053.3,2019-10-31T00:00:00.000,GREEN,YELLOW
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,998265.03,2018-10-17T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,1616675.2,2018-12-05T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,1777995.54,2018-11-20T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,1357114.79,2018-12-11T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,5834310.73,2018-09-28T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,13500000,No,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,1000000,No,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,,Yes,No,No,545451.85,2019-10-01T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,600000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,91000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,979930.65,2018-09-28T00:00:00.000,RED,GREEN
07 NORTH COUNTRY,Completed Project,150000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,7042134.04,2018-08-30T00:00:00.000,GREEN,GREEN
07 NORTH COUNTRY,Completed Project,170000,Yes,Yes,No,,,,
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,1242342.01,2018-10-31T00:00:00.000,RED,RED
07 NORTH COUNTRY,Completed Project,,Yes,Yes,No,1087768.18,2018-10-12T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,1816079.5,2020-08-05T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,4947050,2019-11-30T00:00:00.000,GREEN,GREEN
